mappedPoolId,mappedByUser,mappedByUserId,mappedDateText,mappedDateUnixSeconds,mappedLatitude,mappedLongitude,mappedConfidence,mappedSource,mappedSource2,mappedPhotoNumber,mappedLocationAccuracy,mappedShape,mappedComments,createdAt,updatedAt
SDF212,SDF,0,3/26/2009,1238025600,44.7058144,-73.11129121,M,CIR,Remote CIR,4202-77P,H,Point,pool or small pond,,
SDF213,SDF,0,3/26/2009,1238025600,44.69680743,-73.08479239,M,CIR,Remote CIR,4202-77P,MH,Point,pool or pond,,
SDF214,SDF,0,3/26/2009,1238025600,44.71646937,-73.08252402,M,CIR,Remote CIR,4202-77P,H,Point,"open water, pool or pond",,
SDF215,SDF,0,3/26/2009,1238025600,44.72039854,-73.07736502,MH,CIR,Remote CIR,4202-77P,MH,Point,pool or seep,,
SDF216,SDF,0,3/26/2009,1238025600,44.7367751,-73.13547246,M,CIR,Remote CIR,4202-78P,MH,Point,pool or seep,,
SDF217,SDF,0,3/26/2009,1238025600,44.77146837,-73.09824893,M,CIR,Remote CIR,4202-79P,H,Point,pool or shadows on ridge,,
SDF218,SDF,0,3/26/2009,1238025600,44.87621837,-73.09016909,MH,CIR,Remote CIR,4202-82P,H,Point,"pool, may have inlet and outlet",,
SDF219,SDF,0,3/26/2009,1238025600,44.8784577,-73.09165813,M,CIR,Remote CIR,4202-82P,H,Point,pool or wetland,,
SDF22,SDF,0,2/4/2009,1233705600,44.77472127,-72.83343207,MH,CIR,Remote CIR,4198-44T,MH,Point,possibly visible on ortho,,
SDF220,SDF,0,3/26/2009,1238025600,44.88100087,-73.08814356,MH,CIR,Remote CIR,4202-82P,H,Point,pool or seep,,
SDF221,SDF,0,3/26/2009,1238025600,44.909286,-73.08866073,M,CIR,Remote CIR,4202-83P,MH,Point,pool or seep,,
SDF222,SDF,0,3/26/2009,1238025600,44.92418872,-73.0873473,M,CIR,Remote CIR,4202-84P,H,Point,pool or pond,,
SDF223,SDF,0,3/26/2009,1238025600,44.92387435,-73.0884174,MH,CIR,Remote CIR,4202-84P,H,Point,linear pool or pond,,
SDF224,SDF,0,3/26/2009,1238025600,44.92410542,-73.08665355,M,CIR,Remote CIR,4202-84P,MH,Point,pool or pond,,
SDF225,SDF,0,3/26/2009,1238025600,44.92490043,-73.08784366,M,CIR,Remote CIR,4202-84P,MH,Point,pool or pond,,
SDF226,SDF,0,3/26/2009,1238025600,44.93271477,-73.07724811,M,CIR,Remote CIR,4202-84P,MH,Point,pool or pond,,
SDF227,SDF,0,3/26/2009,1238025600,44.90720941,-73.07967357,M,CIR,Remote CIR,4202-84P,H,Point,"seep?, maybe a pool",,
SDF228,SDF,0,3/26/2009,1238025600,44.90845888,-73.07881684,MH,CIR,Remote CIR,4202-84P,H,Point,pool or seep,,
SDF229,SDF,0,3/26/2009,1238025600,44.94356204,-73.12973745,MH,CIR,Remote CIR,4202-85P,H,Point,pool or seep,,
SDF23,SDF,0,2/4/2009,1233705600,44.75330922,-72.83285689,M,CIR,Remote CIR,4198-44T,MH,Point,pool/shadow?,,
SDF230,SDF,0,3/26/2009,1238025600,44.95140249,-73.06165944,MH,CIR,Remote CIR,4202-85P,H,Point,"open water, pool or pond",,
SDF231,SDF,0,3/26/2009,1238025600,44.97356845,-73.07391329,MH,CIR,Remote CIR,4202-85P,H,Point,"pool or seep, visible on ortho",,
SDF232,SDF,0,3/26/2009,1238025600,44.9733249,-73.07435959,MH,CIR,Remote CIR,4202-85P,H,Point,"pool or seep, visible on ortho",,
SDF233,SDF,0,3/26/2009,1238025600,44.9708939,-73.05145284,MH,CIR,Remote CIR,4202-85P,H,Point,"pool or seep, visible on ortho",,
SDF234,SDF,0,3/26/2009,1238025600,44.97166392,-73.05189534,M,CIR,Remote CIR,4202-85P,H,Point,may be seep,,
SDF235,SDF,0,3/26/2009,1238025600,44.97945858,-73.05056259,MH,CIR,Remote CIR,4202-86P,H,Point,pool or seep,,
SDF236,SDF,0,3/26/2009,1238025600,44.98444133,-73.05804293,MH,CIR,Remote CIR,4202-86P,H,Point,"pool or pond, visible on ortho, included on topo",,
SDF237,SDF,0,3/26/2009,1238025600,44.98734048,-73.05682146,M,CIR,Remote CIR,4202-86P,MH,Point,pool or seep,,
SDF238,SDF,0,3/26/2009,1238025600,44.98980536,-73.05608022,M,CIR,Remote CIR,4202-86P,MH,Point,pool or shadow,,
SDF239,SDF,0,3/26/2009,1238025600,44.97175736,-73.09008428,MH,CIR,Remote CIR,4202-86P,H,Point,pool or pond,,
SDF24,SDF,0,2/4/2009,1233705600,44.75219628,-72.80549642,ML,CIR,Remote CIR,4198-44T,M,Point,pool/shadow at or near summit,,
SDF240,SDF,0,3/26/2009,1238025600,44.70297081,-73.1667918,M,CIR,Remote CIR,4202-101P,M,Point,pool or shadow,,
SDF241,SDF,0,3/26/2009,1238025600,44.70916212,-73.15627516,M,CIR,Remote CIR,4202-101P,H,Point,pool or shadow (seep?),,
SDF242,SDF,0,3/26/2009,1238025600,44.70829914,-73.15863378,MH,CIR,Remote CIR,4202-101P,H,Point,pool or pond on roadside,,
SDF243,SDF,0,4/2/2009,1238630400,44.94672935,-73.28194997,M,CIR,Remote CIR,4191-76P,H,Point,pool or pond,,
SDF244,SDF,0,4/2/2009,1238630400,44.88289093,-73.33192366,ML,CIR,Remote CIR,4191-74P,M,Point,pool or shadow,,
SDF245,SDF,0,4/2/2009,1238630400,44.88466499,-73.33102666,ML,CIR,Remote CIR,4191-74P,M,Point,pool or shadow?  may be seep,,
SDF246,SDF,0,4/2/2009,1238630400,44.88380444,-73.33165537,M,CIR,Remote CIR,4191-74P,MH,Point,"pool or shadow, seep?",,
SDF247,SDF,0,4/2/2009,1238630400,44.8772056,-73.33257656,M,CIR,Remote CIR,4191-74P,MH,Point,cluster of 3 pools about 50m apart (SDF247-249),,
SDF248,SDF,0,4/2/2009,1238630400,44.8770204,-73.33205795,M,CIR,Remote CIR,4191-74P,MH,Point,cluster of 3 pools,,
SDF249,SDF,0,4/2/2009,1238630400,44.87750879,-73.33215879,M,CIR,Remote CIR,4191-74P,MH,Point,cluster of 3 pools,,
SDF25,SDF,0,2/4/2009,1233705600,44.74557089,-72.76293653,ML,CIR,Remote CIR,4198-45T,M,Point,appears linear along ATV trail,,
SDF250,SDF,0,4/2/2009,1238630400,44.87733145,-73.32902929,MH,CIR,Remote CIR,4191-74P,H,Point,"pool in conifer stand, mapped as vswi wetland",,
SDF251,SDF,0,4/2/2009,1238630400,44.87667,-73.325194,MH,CIR,Remote CIR,4191-74P,MH,Point,pool on edge of conifer stand,,
SDF252,SDF,0,4/2/2009,1238630400,44.87494031,-73.3294843,MH,CIR,Remote CIR,4191-73P,H,Point,"pool on edge of road, may have drainage",,
SDF253,SDF,0,4/2/2009,1238630400,44.87358813,-73.33320447,M,CIR,Remote CIR,4191-73P,H,Point,pool or shadow in conifer stand,,
SDF254,SDF,0,4/2/2009,1238630400,44.84845661,-73.27830321,MH,CIR,Remote CIR,4191-73P,H,Point,pool or wetland,,
SDF255,SDF,0,4/2/2009,1238630400,44.84706619,-73.27842513,MH,CIR,Remote CIR,4191-73P,H,Point,pool or wetland,,
SDF256,SDF,0,4/2/2009,1238630400,44.84846161,-73.27756881,MH,CIR,Remote CIR,4191-73P,H,Point,pool or wetland,,
SDF257,SDF,0,4/2/2009,1238630400,44.81888453,-73.29883935,M,CIR,Remote CIR,4191-72P,MH,Point,pool or seep,,
SDF258,SDF,0,4/2/2009,1238630400,44.81807076,-73.29947785,M,CIR,Remote CIR,4191-72P,MH,Point,pool or seep,,
SDF259,SDF,0,4/2/2009,1238630400,44.81411812,-73.30004794,M,CIR,Remote CIR,4191-72P,H,Point,pool/seep,,
SDF26,SDF,0,2/4/2009,1233705600,44.72340191,-72.77144347,ML,CIR,Remote CIR,4198-45T,M,Point,pool/shadow?,,
SDF260,SDF,0,4/2/2009,1238630400,44.79887248,-73.30607952,MH,CIR,Remote CIR,4191-71P,H,Point,cluster of 3 pools? (SDF260-262),,
SDF261,SDF,0,4/2/2009,1238630400,44.79858809,-73.30605058,MH,CIR,Remote CIR,4191-71P,H,Point,cluster of 3 pools?,,
SDF262,SDF,0,4/2/2009,1238630400,44.79819823,-73.3058453,MH,CIR,Remote CIR,4191-71P,H,Point,cluster of 3 pools?,,
SDF263,SDF,0,4/2/2009,1238630400,44.78969772,-73.29929368,M,CIR,Remote CIR,4191-71P,H,Point,pool on field edge/old field,,
SDF264,SDF,0,4/2/2009,1238630400,44.7908056,-73.2982474,M,CIR,Remote CIR,4191-71P,H,Point,pool on field edge/old field,,
SDF265,SDF,0,4/2/2009,1238630400,44.79233126,-73.29945492,M,CIR,Remote CIR,4191-71P,H,Point,pool on field edge/old field,,
SDF266,SDF,0,4/2/2009,1238630400,44.77579959,-73.31998454,MH,CIR,Remote CIR,4191-71P,MH,Point,pool or seep,,
SDF267,SDF,0,4/2/2009,1238630400,44.77690386,-73.32255982,M,CIR,Remote CIR,4191-71P,MH,Point,linear-shaped pool?,,
SDF268,SDF,0,4/2/2009,1238630400,44.73985632,-73.27744062,MH,CIR,Remote CIR,4191-69P,H,Point,pool or seep?,,
SDF269,SDF,0,4/2/2009,1238630400,44.73899403,-73.27836491,MH,CIR,Remote CIR,4191-69P,H,Point,pool or seep?,,
SDF27,SDF,0,2/4/2009,1233705600,44.72625697,-72.81938092,M,CIR,Remote CIR,4198-45T,MH,Point,pool or seep in saddle,,
SDF270,SDF,0,4/2/2009,1238630400,44.7385011,-73.2789198,M,CIR,Remote CIR,4191-70P,MH,Point,linear-shaped pool or seep,,
SDF271,SDF,0,4/2/2009,1238630400,44.73756769,-73.27886047,M,CIR,Remote CIR,4191-69P,MH,Point,linear-shaped pool or seep,,
SDF272,SDF,0,4/2/2009,1238630400,44.73665353,-73.27923812,M,CIR,Remote CIR,4191-69P,M,Point,pool or seep?,,
SDF273,SDF,0,4/2/2009,1238630400,44.71126055,-73.31529347,M,CIR,Remote CIR,4191-68P,H,Point,"pool or seep, may have drainage",,
SDF274,SDF,0,4/2/2009,1238630400,44.63724156,-73.27870369,M,CIR,Remote CIR,4191-66P,H,Point,pool or unmapped wetland?,,
SDF275,SDF,0,4/2/2009,1238630400,44.85698592,-73.35474546,M,CIR,Remote CIR,4191-86P,H,Point,appears to be ~40m from edge of mapped wetland,,
SDF276,SDF,0,4/2/2009,1238630400,44.58551647,-72.89514942,H,CIR,Remote CIR,4201-145P,MH,Point,nice ridgetop pool,,
SDF277,SDF,0,4/2/2009,1238630400,44.52692695,-72.81343676,H,CIR,Remote CIR,4201-128P,MH,Point,"Mt Mansfield pool (""the runny nose""), along toll road",,
SDF278,SDF,0,4/2/2009,1238630400,44.44395675,-72.76156197,ML,CIR,Remote CIR,4201-130P,ML,Point,pool or shadow,,
SDF279,SDF,0,4/2/2009,1238630400,44.44514841,-72.76025899,ML,CIR,Remote CIR,4201-130P,ML,Point,pool or shadow,,
SDF28,SDF,0,2/11/2009,1234310400,44.68851358,-72.8183903,MH,CIR,Remote CIR,4198-46T,H,Point,"pool ~80m north of mapped wetland, visible on ortho",,
SDF280,SDF,0,4/2/2009,1238630400,44.42909884,-72.77147879,M,CIR,Remote CIR,4201-130P,M,Point,pool or wetland (may have outlet),,
SDF281,SDF,0,4/2/2009,1238630400,44.46029734,-72.63459295,M,CIR,Remote CIR,4198-16P,MH,Point,ridgetop pool on saddle betweem peaks,,
SDF282,SDF,0,1/19/2010,1263859200,44.139065,-72.131827,ML,CIR,Remote CIR,4202-36P,H,Point,Group of 3 pools on bench west of small summit,,
SDF283,SDF,0,1/19/2010,1263859200,44.158372,-72.105631,ML,CIR,Remote CIR,4202-36P,H,Point,"Only visible on 1 photo, taken prior to leaf-out",,
SDF284,SDF,0,1/19/2010,1263859200,44.144717,-72.114682,ML,CIR,Remote CIR,4202-36P,MH,Point,Group of 2 pools on shoulder west of summit,,
SDF285,SDF,0,1/19/2010,1263859200,44.139822,-72.132382,ML,CIR,Remote CIR,4202-36P,H,Point,Group of 3 pools on bench west of small summit,,
SDF286,SDF,0,1/19/2010,1263859200,44.138681,-72.132459,ML,CIR,Remote CIR,4202-36P,H,Point,Group of 3 pools on bench west of small summit,,
SDF287,SDF,0,1/19/2010,1263859200,44.176798,-72.132199,ML,CIR,Remote CIR,4202-36P,H,Point,small pool on east edge of hardwoods,,
SDF288,SDF,0,1/19/2010,1263859200,44.145347,-72.11455,ML,CIR,Remote CIR,4202-36P,MH,Point,Group of 2 pools on shoulder west of summit,,
SDF289,SDF,0,1/19/2010,1263859200,44.128025,-72.118474,ML,CIR,Remote CIR,4202-36P,MH,Point,"pool NE of wetland, no apparant outlet",,
SDF29,SDF,0,2/11/2009,1234310400,44.6891232,-72.82318711,M,CIR,Remote CIR,4198-46T,MH,Point,pool ~200m north of house,,
SDF290,SDF,0,1/19/2010,1263859200,44.130394,-72.129182,L,CIR,Remote CIR,4202-36P,MH,Point,"may be shadow, located near logging road",,
SDF291,SDF,0,1/19/2010,1263859200,44.131741,-72.129894,L,CIR,Remote CIR,4202-36P,MH,Point,"may be shadow, located in hardwoods on east edge of conifer stand",,
SDF292,SDF,0,1/19/2010,1263859200,44.139261,-72.136373,L,CIR,Remote CIR,4202-36P,MH,Point,about 25m N of western edge of large seep,,
SDF293,SDF,0,1/19/2010,1263859200,44.184725,-72.151028,M,CIR,Remote CIR,4199-14P,H,Point,"Visible on ortho and on topo, may be pond but no outlet visible",,
SDF294,SDF,0,1/19/2010,1263859200,44.13352,-72.159728,M,CIR,Remote CIR,4199-14P,H,Point,"Visible on ortho, NE of summit",,
SDF295,SDF,0,1/19/2010,1263859200,44.134377,-72.161424,M,CIR,Remote CIR,4199-14P,H,Point,"Visible on ortho, N of summit",,
SDF296,SDF,0,1/19/2010,1263859200,44.127704,-72.162512,L,CIR,Remote CIR,4199-14P,MH,Point,"probably shadow, but worth checking out on bench S of summit",,
SDF297,SDF,0,1/19/2010,1263859200,44.130883,-72.165379,M,CIR,Remote CIR,4199-14P,MH,Point,"Looks good, small pool W of summit along trail or logging road",,
SDF298,SDF,0,1/19/2010,1263859200,44.170636,-72.180781,M,CIR,Remote CIR,4199-14P,MH,Point,In hardwood stand 200m E of stream,,
SDF299,SDF,0,1/19/2010,1263859200,44.174453,-72.193377,M,CIR,Remote CIR,4199-14P,MH,Point,On W side of summit in mixed forest stand,,
SDF3,SDF/PUW,0,1/22/2009,1232582400,44.97092901,-72.83270495,ML,CIR,Remote CIR,4198-36T,L,Point,Maybe pool; on bench below peak; south of forest road,,
SDF30,SDF,0,2/11/2009,1234310400,44.6920662,-72.82208188,M,CIR,Remote CIR,4198-46T,M,Point,pool/shadow at bottom of nw-facing bowl,,
SDF300,SDF,0,1/19/2010,1263859200,44.177517,-72.188794,L,CIR,Remote CIR,4199-14P,MH,Point,"visible on ortho, but topoography looks questionable, may be shadow",,
SDF301,SDF,0,1/19/2010,1263859200,44.147401,-72.199424,ML,CIR,Remote CIR,4199-14P,MH,Point,On NW side of summit about 100m S of road,,
SDF302,SDF,0,1/19/2010,1263859200,44.146393,-72.199696,ML,CIR,Remote CIR,4199-14P,MH,Point,About 100m S of SDF301,,
SDF303,SDF,0,1/19/2010,1263859200,44.186144,-72.244553,ML,CIR,Remote CIR,4199-18P,MH,Point,On shoulder NE of summit -- may be other pools on this flat bench,,
SDF304,SDF,0,1/19/2010,1263859200,44.174672,-72.288711,M,CIR,Remote CIR,4198-127P,H,Point,On saddle W of stream,,
SDF305,SDF,0,1/19/2010,1263859200,44.173324,-72.290092,M,CIR,Remote CIR,4198-127P,MH,Point,"On toe of mt N of summit, about 170m SW of SDF304",,
SDF306,SDF,0,1/19/2010,1263859200,44.170749,-72.291076,ML,CIR,Remote CIR,4198-127P,MH,Point,On N end of summit,,
SDF307,SDF,0,1/19/2010,1263859200,44.163617,-72.287261,ML,CIR,Remote CIR,4198-127P,MH,Point,On S-facing slope,,
SDF308,SDF,0,1/19/2010,1263859200,44.166849,-72.288534,ML,CIR,Remote CIR,4198-127P,MH,Point,On S shoulder of summit,,
SDF309,SDF,0,1/19/2010,1263859200,44.161086,-72.292149,ML,CIR,Remote CIR,4198-127P,MH,Point,Linear pool on ridgeline,,
SDF31,SDF,0,2/11/2009,1234310400,44.6705515,-72.73443,M,CIR,Remote CIR,4198-46T,M,Point,pool/shadow,,
SDF310,SDF,0,1/19/2010,1263859200,44.141537,-72.28857,M,CIR,Remote CIR,4198-127P,H,Point,"In saddle between peaks, linear pool visible on ortho",,
SDF311,SDF,0,1/19/2010,1263859200,44.126476,-72.293479,L,CIR,Remote CIR,4198-127P,H,Point,"Might be seep, located on slope",,
SDF312,SDF,0,1/19/2010,1263859200,44.150175,-72.319455,L,CIR,Remote CIR,4198-127P,MH,Point,Might be seep,,
SDF313,SDF,0,1/19/2010,1263859200,44.158615,-72.3041,M,CIR,Remote CIR,4198-127P,H,Point,On summit,,
SDF314,SDF,0,1/19/2010,1263859200,44.16607,-72.317288,L,CIR,Remote CIR,4198-127P,MH,Point,May be shadow,,
SDF315,SDF,0,1/19/2010,1263859200,44.179299,-72.313596,L,CIR,Remote CIR,4198-127P,MH,Point,May be shadow,,
SDF316,SDF,0,1/19/2010,1263859200,44.163578,-72.331918,ML,CIR,Remote CIR,4198-127P,MH,Point,"On saddle, may be seep",,
SDF317,SDF,0,2/2/2010,1265068800,44.092302,-72.117546,M,CIR,Remote CIR,4202-37P,M,Point,50m east of wetland,,
SDF318,SDF,0,2/2/2010,1265068800,44.090346,-72.116931,M,CIR,Remote CIR,4202-37P,M,Point,Linear-shaped pool,,
SDF319,SDF,0,2/2/2010,1265068800,44.087082,-72.1145,M,CIR,Remote CIR,4202-37P,M,Point,~100m west of I-91,,
SDF32,SDF,0,2/11/2009,1234310400,44.66996999,-72.73670446,M,CIR,Remote CIR,4198-46T,M,Point,pool/shadow on saddle betw peaks,,
SDF320,SDF,0,2/2/2010,1265068800,44.105511,-72.133249,ML,CIR,Remote CIR,4202-37P,ML,Point,"just S of summit -- one photo was in shadow, so difficult to be sure if pool",,
SDF321,SDF,0,2/2/2010,1265068800,44.10519,-72.132772,ML,CIR,Remote CIR,4202-37P,ML,Point,one photo in shadow,,
SDF322,SDF,0,2/2/2010,1265068800,44.104896,-72.132257,ML,CIR,Remote CIR,4202-37P,ML,Point,may be shadow,,
SDF323,SDF,0,2/2/2010,1265068800,44.111272,-72.143654,M,CIR,Remote CIR,4202-37P,MH,Point,possibly shadow or seep,,
SDF324,SDF,0,2/2/2010,1265068800,44.155846,-72.161762,M,CIR,Remote CIR,4199-113P,MH,Point,"on shoulder, north of summit",,
SDF325,SDF,0,2/2/2010,1265068800,44.149273,-72.163793,M,CIR,Remote CIR,4199-113P,H,Point,"large pool visible on ortho, may be beaver pond",,
SDF326,SDF,0,2/2/2010,1265068800,44.146956,-72.162237,L,CIR,Remote CIR,4199-113P,H,Point,"on saddle, conifer cover, may be shadow",,
SDF327,SDF,0,2/2/2010,1265068800,44.122846,-72.170732,ML,CIR,Remote CIR,4199-113P,H,Point,"on saddle, may be seep",,
SDF328,SDF,0,2/2/2010,1265068800,44.104462,-72.174339,ML,CIR,Remote CIR,4199-113P,ML,Point,"may be seep, small canopy gap surrounded on north side by small conifer group",,
SDF329,SDF,0,2/2/2010,1265068800,44.095435,-72.173116,ML,CIR,Remote CIR,4199-113P,MH,Point,"may be seep, but close to good looking pool 150m NW",,
SDF33,SDF,0,2/11/2009,1234310400,44.67464539,-72.8123761,M,CIR,Remote CIR,4198-46T,MH,Point,"large pool, may be mm pond",,
SDF330,SDF,0,2/2/2010,1265068800,44.105835,-72.189972,ML,CIR,Remote CIR,4199-113P,H,Point,"on saddle, topography looks good, but signature on CIR questionable",,
SDF331,SDF,0,2/2/2010,1265068800,44.110985,-72.197582,ML,CIR,Remote CIR,4199-113P,MH,Point,"looks OK on CIR, but topography not great -- ~120m S of road",,
SDF332,SDF,0,2/2/2010,1265068800,44.120211,-72.193384,MH,CIR,Remote CIR,4199-113P,MH,Point,"signature on CIR good, topo good, visible on ortho",,
SDF333,SDF,0,2/2/2010,1265068800,44.13303,-72.186287,M,CIR,Remote CIR,4199-113P,H,Point,"roadside pool visible on ortho and CIR, easy to verify",,
SDF334,SDF,0,2/2/2010,1265068800,44.139597,-72.191771,M,CIR,Remote CIR,4199-113P,MH,Point,"CIR signature just OK, but topo good.",,
SDF335,SDF,0,2/2/2010,1265068800,44.156277,-72.244441,ML,CIR,Remote CIR,4199-17P,M,Point,"CIR looks OK, topo good, may be other pools on this bench",,
SDF336,SDF,0,2/2/2010,1265068800,44.145191,-72.249795,L,CIR,Remote CIR,4199-17P,MH,Point,may be seep,,
SDF337,SDF,0,2/2/2010,1265068800,44.114495,-72.254772,M,CIR,Remote CIR,4199-17P,MH,Point,"CIR looks good, topo good, on saddle",,
SDF338,SDF,0,2/2/2010,1265068800,44.107159,-72.255023,ML,CIR,Remote CIR,4199-17P,MH,Point,"may be beaver pond or seep, appears to have drainage",,
SDF339,SDF,0,2/2/2010,1265068800,44.115332,-72.264716,MH,CIR,Remote CIR,4199-17P,H,Point,"CIR signature good, topo OK, visible on ortho",,
SDF34,SDF,0,2/11/2009,1234310400,44.67723854,-72.8044234,ML,CIR,Remote CIR,4198-46T,ML,Point,pool/shadow,,
SDF340,SDF,0,2/2/2010,1265068800,44.126222,-72.319599,M,CIR,Remote CIR,4198-128P,MH,Point,"may be seep, topo not great",,
SDF341,SDF,0,2/2/2010,1265068800,44.090784,-72.238927,M,CIR,Remote CIR,4199-16P,H,Point,"on edge of opening near summit, good signature on CIR",,
SDF342,SDF,0,2/2/2010,1265068800,44.065992,-72.285803,ML,CIR,Remote CIR,4198-129P,M,Point,"possibly shadow, but topo is good on shoulder near summit.",,
SDF343,SDF,0,2/2/2010,1265068800,44.086328,-72.308999,M,CIR,Remote CIR,4198-129P,MH,Point,"good signature on CIR, reflection off water visible on 1 photo",,
SDF344,SDF,0,2/2/2010,1265068800,44.086606,-72.308648,M,CIR,Remote CIR,4198-129P,M,Point,linear-looking pool ~25m NE from SDF343,,
SDF345,SDF,0,2/2/2010,1265068800,44.104313,-72.310767,MH,CIR,Remote CIR,4198-129P,H,Point,"CIR signature good, topo good, located on shoulder S of summit",,
SDF346,SDF,0,2/2/2010,1265068800,44.103901,-72.311211,M,CIR,Remote CIR,4198-129P,H,Point,"looks good on CIR and topo, 20m from SDF345",,
SDF347,SDF,0,2/2/2010,1265068800,44.116989,-72.294105,M,CIR,Remote CIR,4198-129P,H,Point,"on saddle, looks good on CIR but may have drainage",,
SDF348,SDF,0,2/2/2010,1265068800,44.070565,-72.322958,M,CIR,Remote CIR,4198-129P,M,Point,"good signature on CIR, visible on ortho, topo good",,
SDF35,SDF,0,2/11/2009,1234310400,44.66803285,-72.8131521,M,CIR,Remote CIR,4198-47T,MH,Point,pool? 40 e of rd and 50 se of log landing,,
SDF350,SDF,0,2/2/2010,1265068800,44.087578,-72.188288,ML,CIR,Remote CIR,4199-112P,H,Point,looks good but may have drainage,,
SDF351,SDF,0,2/2/2010,1265068800,44.050944,-72.108964,ML,CIR,Remote CIR,4202-39P,H,Point,"roadside pool or wetland, not mapped as wetland on VSWI, but is on topo",,
SDF352,SDF,0,2/2/2010,1265068800,44.025363,-72.129831,M,CIR,Remote CIR,4202-39P,H,Point,"good signature on CIR, although in confiers",,
SDF353,SDF,0,2/2/2010,1265068800,44.022341,-72.130218,M,CIR,Remote CIR,4202-39P,H,Point,"looks good, visible on ortho at end of logging road",,
SDF354,SDF,0,2/2/2010,1265068800,44.02789,-72.130345,ML,CIR,Remote CIR,4202-39P,MH,Point,may be along drainage,,
SDF355,SDF,0,2/3/2010,1265155200,44.096242,-72.190742,M,CIR,Remote CIR,4199-111P,H,Point,"large pool or pond, no drainage visible, easily seen on ortho",,
SDF356,SDF,0,2/3/2010,1265155200,44.03568,-72.24021,MH,CIR,Remote CIR,4199-15P,MH,Point,"looks good on CIR and topo, on shoulder ENE of summit",,
SDF357,SDF,0,2/3/2010,1265155200,44.080681,-72.258321,MH,CIR,Remote CIR,4199-15P,H,Point,"large pool or pond, clearly visible on ortho, no drainage visible",,
SDF358,SDF,0,2/3/2010,1265155200,44.069426,-72.265205,ML,CIR,Remote CIR,4199-15P,MH,Point,may be shadow in mixed forest stand,,
SDF359,SDF,0,2/3/2010,1265155200,44.04621,-72.259972,ML,CIR,Remote CIR,4199-15P,H,Point,"large pool or pond, no drainage visible",,
SDF36,SDF,0,2/11/2009,1234310400,44.65325893,-72.8345938,M,CIR,Remote CIR,4198-47T,M,Point,pool/shadow on saddle,,
SDF360,SDF,0,2/3/2010,1265155200,44.049174,-72.260033,ML,CIR,Remote CIR,4199-15P,M,Point,"may be shadow from conifers, but topo is good, on saddle between summits",,
SDF361,SDF,0,2/3/2010,1265155200,44.043513,-72.260535,MH,CIR,Remote CIR,4199-15P,H,Point,"good signature, but may have drainage",,
SDF362,SDF,0,2/3/2010,1265155200,44.043422,-72.261623,MH,CIR,Remote CIR,4199-15P,H,Point,"looks good, but adjacent to mapped wetland",,
SDF364,SDF,0,2/3/2010,1265155200,44.034945,-72.269339,M,CIR,Remote CIR,4199-15P,H,Point,"large pool or pond, no drainage visible",,
SDF365,SDF,0,2/3/2010,1265155200,44.043739,-72.300405,MH,CIR,Remote CIR,4198-130P,H,Point,"pool or pond, no drainage visible",,
SDF366,SDF,0,2/3/2010,1265155200,44.044983,-72.306786,ML,CIR,Remote CIR,4198-130P,H,Point,"large pool or pond adjacent to large mapped wetland, no drainage visible",,
SDF367,SDF,0,2/3/2010,1265155200,44.058502,-72.308816,MH,CIR,Remote CIR,4198-130P,H,Point,"linear pool, CIR looks good, visible on ortho",,
SDF368,SDF,0,2/3/2010,1265155200,44.059284,-72.309596,M,CIR,Remote CIR,4198-130P,MH,Point,"pool or shadow, visible on ortho",,
SDF369,SDF,0,2/3/2010,1265155200,44.060026,-72.306622,MH,CIR,Remote CIR,4198-130P,H,Point,"CIR signature looks good, visible on ortho, 75m east of summit",,
SDF37,SDF,0,2/11/2009,1234310400,44.65450447,-72.83328803,M,CIR,Remote CIR,4198-47T,MH,Point,pool/shadow on saddle,,
SDF370,SDF,0,2/3/2010,1265155200,44.076644,-72.303747,ML,CIR,Remote CIR,4198-130P,MH,Point,"may be a shadow but the topography was good, on shoulder east of summit",,
